image,xmin,ymin,xmax,ymax,label
glass15.jpg,97.57287805,114.1152509,324.0677966,274.2237487,glass
glass150.jpg,42.46780654,27.76948987,384.8135593,338.0067863,glass
glass151.jpg,1.681359243,86.77966102,512,361.0034097,glass
glass152.jpg,49.84406449,111.077976,486.3458024,269.8847656,glass
glass153.jpg,116.2305019,34.71186441,410.413599,325.4237288,glass
glass154.jpg,227.3084944,0.867795783,452.93558,383.5661083,glass
glass155.jpg,100.1762778,117.5864506,512,337.5728946,glass
glass156.jpg,8.189833819,8.244070279,512,384,glass
glass157.jpg,2.115250927,2.169491525,410.8474576,384,glass
glass158.jpg,172.2033898,95.02373543,449.0305217,384,glass
glass159.jpg,168.7322233,69.42372881,359.2135527,384,glass
glass16.jpg,94.10169492,51.63389665,299.7694981,198.7254204,glass
glass160.jpg,132.284759,68.12203721,396.0949417,320.6508541,glass
glass161.jpg,78.04745432,104.5695015,423.8644068,259.037308,glass
glass162.jpg,112.325427,100.6644101,455.5389963,384,glass
glass163.jpg,2.549159163,14.75254486,311.9186639,328.4610368,glass
glass164.jpg,184.3525556,27.33559819,512,384,glass
glass165.jpg,5.586450609,9.979661845,453.3695048,228.6644266,glass
glass166.jpg,36.39322365,152.298315,425.6000397,272.4881488,glass
glass167.jpg,24.24407442,51.63389665,347.9322034,364.4745763,glass
glass168.jpg,171.7694981,42.95593055,430.3728814,304.59663,glass
glass169.jpg,133.1525424,29.07118975,427.7695313,326.725437,glass
glass17.jpg,2.983050847,53.80338818,498.494902,299.3898305,glass
glass170.jpg,136.1898504,88.51525258,360.5152609,290.2779727,glass
glass171.jpg,92.36611163,80.7050864,428.6373146,274.6576404,glass
glass172.jpg,201.7084878,88.0813609,471.1593618,294.6169558,glass
glass173.jpg,157.8847656,114.5491592,370.0610103,318.0474709,glass
glass174.jpg,3.416959084,6.508474576,422.9966234,381.3966168,glass
glass175.jpg,154.4135659,137.1118743,364.8542439,301.559322,glass
glass176.jpg,11.66101695,3.471187268,508.9085011,377.0576337,glass
glass177.jpg,1.247467558,61.17966267,461.1796875,327.1593287,glass
glass178.jpg,124.0406846,108.9084845,295.8644068,230.8339182,glass
glass179.jpg,2.983050847,98.49491856,469.8576536,384,glass
glass18.jpg,26.41356594,150.1288235,512,354.0610103,glass
glass180.jpg,40.29831502,100.6644101,310.6169558,272.0542572,glass
glass181.jpg,17.3016916,179.6339049,477.2339115,301.1254303,glass
glass182.jpg,151.8101827,94.15593551,275.4711997,213.0440777,glass
glass183.jpg,137.4915254,111.077976,281.5457826,243.4169425,glass
glass184.jpg,150.0745829,0.867795783,512,305.8983051,glass
glass185.jpg,59.38983051,48.16271352,483.7423861,304.59663,glass
glass186.jpg,77.17967095,35.57966433,447.294955,380.0949086,glass
glass187.jpg,66.76610501,111.9457594,303.2406978,240.8135593,glass
glass188.jpg,113.6271186,78.96949484,285.4508408,307.2000132,glass
glass189.jpg,235.5525358,4.772883011,512,286.806773,glass
glass19.jpg,22.50847458,87.64746094,512,384,glass
glass190.jpg,3.416959084,87.21356098,408.2441075,384,glass
glass191.jpg,121.8711931,126.2644167,285.0169492,256,glass
glass192.jpg,0,0,510.2102092,348.8542439,glass
glass193.jpg,137.4915254,85.47796941,350.5355866,272.9220405,glass
glass194.jpg,69.36948822,85.91186937,321.0305217,240.3796676,glass
glass195.jpg,68.50170485,24.7322067,413.4508739,357.53221,glass
glass196.jpg,160.9220405,17.78983216,337.0847458,324.9898371,glass
glass197.jpg,221.6678032,120.6237255,409.1118909,384,glass
glass198.jpg,121.4373014,25.16610666,395.6610169,364.0406846,glass
glass199.jpg,5.586450609,3.037287308,490.2508607,384,glass
glass2.jpg,76.74576271,87.64746094,290.6576404,291.1457561,glass
glass20.jpg,120.4067797,3.471187268,453.8034296,384,glass
glass200.jpg,47.67457296,4.338983051,506.3050847,364.908468,glass
glass201.jpg,79.34916247,114.5491592,512,384,glass
glass202.jpg,114.9288102,37.31525589,412.1491658,327.1593287,glass
glass203.jpg,107.5525523,111.077976,400.4339248,264.6779661,glass
glass204.jpg,52.01355601,100.2305184,310.6169558,296.3525556,glass
glass205.jpg,87.15932865,20.82712361,270.6983249,348.8542439,glass
glass206.jpg,66.33221332,64.21695412,431.6745895,323.688129,glass
glass207.jpg,78.04745432,121.4915254,424.2983316,265.5457826,glass
glass208.jpg,35.52542373,70.72542869,463.349179,258.1694915,glass
glass209.jpg,55.48475569,64.21695412,352.2711864,225.6271186,glass
glass21.jpg,15.56610832,14.3186449,439.0508475,374.0203588,glass
glass210.jpg,93.23389499,86.77966102,358.779661,282.0338983,glass
glass211.jpg,59.38983051,78.10169492,317.9932137,234.3050847,glass
glass212.jpg,134.8881422,132.3389831,330.5762712,291.5796809,glass
glass213.jpg,222.1016949,188.311871,304.1084812,257.3017082,glass
glass214.jpg,183.9186639,62.04746259,328.8406713,341.477986,glass
glass215.jpg,142.2644002,65.95254568,377.4373014,296.3525556,glass
glass216.jpg,66.33221332,133.6406747,363.5525358,243.4169425,glass
glass217.jpg,88.02712858,94.15593551,314.0881555,273.3559322,glass
glass218.jpg,77.17967095,96.75931872,432.1085143,270.3186573,glass
glass219.jpg,48.54237288,9.111866062,435.1457892,383.1322166,glass
glass22.jpg,195.2000132,134.5084746,443.3898305,384,glass
glass220.jpg,87.15932865,138.4135659,304.1084812,250.7932336,glass
glass221.jpg,203.8779793,55.53898802,323.6339049,326.2915453,glass
glass222.jpg,153.9796743,110.6440678,369.193227,282.0338983,glass
glass223.jpg,162.6576404,132.3389831,323.6339049,285.9389897,glass
glass224.jpg,46.80678959,126.6983084,324.9356131,246.0203588,glass
glass225.jpg,97.57287805,117.5864506,426.4678231,247.3220339,glass
glass226.jpg,153.9796743,146.2237321,494.155919,384,glass
glass227.jpg,95.83729476,134.0745829,340.1220538,308.9356131,glass
glass228.jpg,215.1593287,118.454234,359.6474775,269.4508408,glass
glass229.jpg,74.57627119,98.49491856,445.9932468,298.0881555,glass
glass23.jpg,71.97288798,16.92203638,512,382.2644002,glass
glass230.jpg,92.36611163,96.75931872,368.7593353,259.037308,glass
glass231.jpg,115.3627185,13.88474494,245.53221,384,glass
glass232.jpg,96.70509468,66.82033733,435.1457892,354.9288268,glass
glass233.jpg,163.5254237,2.169491525,402.6034163,196.1220372,glass
glass234.jpg,2.549159163,134.9423828,220.3660951,320.2169624,glass
glass235.jpg,154.4135659,129.3016916,308.8813559,384,glass
glass236.jpg,101.0440777,95.89153535,370.4949351,300.6915387,glass
glass237.jpg,65.89830508,111.9457594,330.5762712,233.4373014,glass
glass238.jpg,126.6440678,3.471187268,318.4271385,236.0406846,glass
glass239.jpg,219.9322034,147.959332,512,290.7118644,glass
glass24.jpg,191.7288136,133.206783,301.505098,249.4915254,glass
glass240.jpg,260.7186507,131.0372914,499.3627516,384,glass
glass241.jpg,123.6067929,167.4847557,312.7864473,384,glass
glass242.jpg,259.4169425,105.8711931,512,259.9050914,glass
glass243.jpg,240.3254436,1.735595703,419.9593485,384,glass
glass244.jpg,7.755942135,114.9830508,398.6982918,273.7898239,glass
glass245.jpg,77.61356263,57.70847954,409.1118909,351.8915188,glass
glass246.jpg,34.22373212,134.5084746,299.7694981,301.559322,glass
glass247.jpg,1.681359243,103.7017015,373.9661017,348.4203522,glass
glass248.jpg,45.50508144,107.1728847,475.4983448,300.257647,glass
glass249.jpg,53.74915585,137.1118743,465.9525291,334.1016949,glass
glass25.jpg,112.7593187,120.1898338,476.7999868,384,glass
glass250.jpg,77.17967095,115.8508508,410.413599,286.3728814,glass
glass251.jpg,68.50170485,61.17966267,339.2542373,304.59663,glass
glass252.jpg,188.257647,180.5017048,364.8542439,384,glass
glass253.jpg,203.8779793,128,361.3830442,384,glass
glass254.jpg,46.37288136,267.2813493,510.6440678,384,glass
glass255.jpg,34.65762381,27.76948987,439.4847722,182.6711964,glass
glass256.jpg,2.549159163,236.908468,368.7593353,384,glass
glass257.jpg,228.6101695,51.20000497,346.1966035,254.2644002,glass
glass258.jpg,2.115250927,155.3355899,371.3627185,341.477986,glass
glass259.jpg,68.06779661,195.6881455,422.9966234,329.7627119,glass
glass26.jpg,55.91864738,73.3288119,444.2576139,306.7661216,glass
glass260.jpg,127.945776,103.7017015,512,362.3050847,glass
glass261.jpg,98.8745862,126.2644167,455.5389963,384,glass
glass262.jpg,246.3999934,188.7457627,369.6271186,384,glass
glass263.jpg,1.681359243,159.674573,286.3186573,352.7593353,glass
glass264.jpg,106.6847524,71.15932038,512,360.5694849,glass
glass265.jpg,162.2237487,84.61016949,447.294955,384,glass
glass266.jpg,2.115250927,192.2169458,301.505098,380.9627251,glass
glass267.jpg,14.6983084,59.01017115,476.3661282,229.0983183,glass
glass268.jpg,13.39661679,10.4135618,406.074616,327.5932203,glass
glass269.jpg,6.454233978,33.4101728,496.7593353,265.9796743,glass
glass27.jpg,148.7728747,57.70847954,457.274563,384,glass
glass270.jpg,155.2813493,0.867795783,361.816969,341.477986,glass
glass271.jpg,151.376291,28.63728979,376.5694849,381.3966168,glass
glass272.jpg,3.416959084,85.04406945,438.6169889,270.752549,glass
glass273.jpg,136.1898504,37.74915585,405.6406912,384,glass
glass274.jpg,2.115250927,63.3491542,375.2678099,328.027112,glass
glass275.jpg,242.4949351,3.037287308,436.8813559,384,glass
glass276.jpg,198.2372881,169.6542472,381.3423927,384,glass
glass277.jpg,78.91525424,110.2101761,512,307.6339049,glass
glass278.jpg,1.247467558,7.376270359,499.7966102,374.8881422,glass
glass279.jpg,5.586450609,11.71525341,510.6440678,287.2406978,glass
glass28.jpg,128.3796676,2.603391486,413.4508739,327.1593287,glass
glass280.jpg,3.416959084,6.508474576,338.3864539,384,glass
glass281.jpg,212.5559454,139.7152575,347.4983117,262.9423663,glass
glass282.jpg,97.57287805,45.12542207,404.7729078,306.7661216,glass
glass283.jpg,160.0542572,108.9084845,459.8779793,384,glass
glass284.jpg,164.8271319,129.7355998,512,380.9627251,glass
glass285.jpg,171.3356065,192.6508541,482.0068194,384,glass
glass286.jpg,188.257647,81.57288632,391.7559256,384,glass
glass287.jpg,2.549159163,120.6237255,388.7186507,384,glass
glass288.jpg,150.0745829,72.89492022,365.2881356,258.1694915,glass
glass289.jpg,158.3186573,89.81695246,382.2101761,335.8372948,glass
glass29.jpg,176.1084812,3.037287308,447.294955,384,glass
glass290.jpg,6.020342293,4.772883011,331.4440877,384,glass
glass291.jpg,244.6644266,0.867795783,492.854277,384,glass
glass292.jpg,235.1186441,88.0813609,439.0508475,384,glass
glass293.jpg,101.4779694,78.96949484,512,376.6237421,glass
glass294.jpg,67.63390493,45.99322199,355.3084944,319.3491459,glass
glass295.jpg,107.986444,103.2677933,370.0610103,343.6474775,glass
glass296.jpg,55.91864738,94.5898272,389.1525424,384,glass
glass297.jpg,95.40338652,77.66779495,374.3999934,311.5389963,glass
glass298.jpg,131.8508673,3.037287308,393.9254502,193.518654,glass
glass299.jpg,87.15932865,45.99322199,512,216.0813526,glass
glass3.jpg,135.7559256,110.2101761,293.2610236,260.3389831,glass
glass30.jpg,206.9152542,88.94915254,354.8745697,384,glass
glass300.jpg,212.9898371,41.65423894,413.0169492,384,glass
glass301.jpg,1.247467558,32.54237288,512,269.0169492,glass
glass302.jpg,80.21694584,9.979661845,394.3593088,317.6135792,glass
glass303.jpg,47.24068128,90.25084415,512,314.5762712,glass
glass304.jpg,192.59663,125.8305085,398.2644333,259.9050914,glass
glass305.jpg,50.27797272,125.3966168,466.8203787,259.4711997,glass
glass306.jpg,48.1084812,19.09152791,490.6847855,245.1525424,glass
glass307.jpg,3.416959084,20.39322365,361.3830442,328.8949285,glass
glass308.jpg,45.50508144,19.95932369,417.3559322,366.2101761,glass
glass309.jpg,117.0983183,9.545761884,512,365.7762844,glass
glass31.jpg,20.33898305,55.10508806,358.3457693,370.5491592,glass
glass310.jpg,3.416959084,130.1694915,508.4745763,384,glass
glass311.jpg,25.54576602,102.8339016,512,358.8339182,glass
glass312.jpg,0,2.169491525,417.789857,376.6237421,glass
glass313.jpg,2.115250927,24.7322067,362.2508607,384,glass
glass314.jpg,0,42.52203886,252.4745763,308.9356131,glass
glass315.jpg,71.10508806,103.7017015,432.1085143,384,glass
glass316.jpg,39.86440678,0.867795783,512,384,glass
glass317.jpg,22.94238281,136.2440744,474.1966367,281.1661149,glass
glass318.jpg,112.7593187,0.43389996,512,375.3220339,glass
glass319.jpg,3.416959084,115.4169591,512,350.5898438,glass
glass32.jpg,153.5457826,86.34576106,511.5118512,384,glass
glass320.jpg,30.75254899,106.738993,441.6542638,276.8271319,glass
glass321.jpg,128.3796676,3.037287308,360.9491525,384,glass
glass322.jpg,73.27457958,142.752549,465.0847458,384,glass
glass323.jpg,2.983050847,92.85424391,314.0881555,384,glass
glass324.jpg,68.93559653,41.22033898,512,384,glass
glass325.jpg,109.7220438,80.27118644,367.0237354,261.6406912,glass
glass326.jpg,54.18304754,0.867795783,512,317.1796544,glass
glass327.jpg,1.247467558,74.19661182,493.7220604,320.6508541,glass
glass328.jpg,185.6542307,3.471187268,393.4915254,384,glass
glass329.jpg,194.7661216,74.19661182,415.6203655,384,glass
glass33.jpg,113.193227,30.37288136,512,384,glass
glass330.jpg,167.4305151,89.38306078,341.4237288,384,glass
glass331.jpg,123.1729012,49.03051344,396.5288003,323.688129,glass
glass332.jpg,45.07118975,25.16610666,465.9525291,330.1966035,glass
glass333.jpg,199.1051046,1.735595703,389.5864341,363.1729012,glass
glass334.jpg,0.813559322,1.301695743,512,384,glass
glass335.jpg,160.0542572,93.28813559,492.854277,384,glass
glass336.jpg,62.42712195,30.37288136,429.9390228,302.4271385,glass
glass337.jpg,91.49831171,3.471187268,332.311871,285.9389897,glass
glass338.jpg,88.02712858,93.72204383,390.4542505,303.7288136,glass
glass339.jpg,195.6339049,104.1355932,339.2542373,262.5084746,glass
glass34.jpg,21.64067466,74.63051178,462.9152542,325.8576205,glass
glass340.jpg,107.1186441,9.111866062,512,384,glass
glass341.jpg,117.0983183,1.301695743,495.4576271,344.9491525,glass
glass342.jpg,112.325427,0.867795783,444.2576139,384,glass
glass343.jpg,182.6169558,67.25423729,478.1016949,384,glass
glass344.jpg,198.2372881,114.5491592,327.5389963,257.7355998,glass
glass345.jpg,198.2372881,19.52542373,429.0711732,384,glass
glass346.jpg,156.5830575,2.603391486,512,384,glass
glass347.jpg,8.189833819,154.9016982,318.8610302,384,glass
glass348.jpg,48.54237288,60.74576271,498.494902,265.5457826,glass
glass349.jpg,117.9661017,164.4474642,507.1728681,384,glass
glass35.jpg,20.33898305,14.3186449,482.440678,361.8711931,glass
glass350.jpg,180.4474642,114.1152509,512,384,glass
glass351.jpg,3.416959084,5.206778833,512,249.9254171,glass
glass352.jpg,75.01017942,77.23390327,401.7356329,354.4949351,glass
glass353.jpg,152.6779661,127.1322001,378.3050847,384,glass
glass354.jpg,30.31864076,120.6237255,451.633938,282.9017148,glass
glass355.jpg,122.7389764,1.301695743,512,281.6000066,glass
glass356.jpg,73.27457958,14.3186449,442.9559719,342.3457693,glass
glass357.jpg,0,0,511.945776,382.6983249,glass
glass358.jpg,210.8203456,78.96949484,512,364.4745763,glass
glass359.jpg,4.718650689,2.603391486,512,294.6169558,glass
glass36.jpg,167.4305151,114.1152509,512,384,glass
glass360.jpg,65.89830508,79.83728648,512,294.1830641,glass
glass361.jpg,123.6067929,56.40677966,468.9898702,384,glass
glass362.jpg,117.9661017,49.46440512,339.688129,324.9898371,glass
glass363.jpg,22.94238281,155.3355899,512,312.4067797,glass
glass364.jpg,1.681359243,2.169491525,512,377.9254171,glass
glass365.jpg,127.5118843,1.735595703,355.3084944,282.0338983,glass
glass366.jpg,243.3627185,82.44067797,474.6304952,384,glass
glass367.jpg,94.96949484,129.7355998,512,318.0474709,glass
glass368.jpg,236.8542439,66.38644564,422.12884,384,glass
glass369.jpg,61.55932203,124.0949252,512,379.6610169,glass
glass37.jpg,28.58305747,124.0949252,486.3458024,254.2644002,glass
glass370.jpg,61.99323027,107.6067764,512,264.6779661,glass
glass371.jpg,101.4779694,64.21695412,429.505098,384,glass
glass372.jpg,42.46780654,108.0406846,420.8271319,249.9254171,glass
glass373.jpg,180.4474642,1.301695743,351.4034031,341.9118776,glass
glass374.jpg,1.247467558,52.50169657,512,324.9898371,glass
glass375.jpg,122.7389764,119.3220339,512,354.9288268,glass
glass376.jpg,72.8406879,123.2271253,495.0237685,370.9830508,glass
glass377.jpg,51.14577264,5.640678794,436.4474974,384,glass
glass378.jpg,169.6000066,152.7322067,512,384,glass
glass379.jpg,0.379667638,2.169491525,398.2644333,384,glass
glass38.jpg,70.67119637,116.2847425,436.4474974,384,glass
glass380.jpg,164.8271319,106.738993,322.3321968,250.7932336,glass
glass381.jpg,3.416959084,22.99661514,512,308.0677966,glass
glass382.jpg,207.7830707,82.44067797,512,384,glass
glass383.jpg,107.986444,22.56271517,457.7084878,366.2101761,glass
glass384.jpg,1.247467558,94.5898272,477.6678363,249.9254171,glass
glass385.jpg,147.037308,3.037287308,419.5254237,384,glass
glass386.jpg,202.1423795,123.6610169,512,384,glass
glass387.jpg,44.20338983,56.40677966,408.6779661,335.8372948,glass
glass388.jpg,184.7864473,1.301695743,457.274563,384,glass
glass389.jpg,128.3796676,57.27457958,455.5389963,384,glass
glass39.jpg,87.59322034,80.27118644,461.6135461,313.7084878,glass
glass390.jpg,3.416959084,128,497.6271186,384,glass
glass391.jpg,71.53897974,20.39322365,501.9661017,374.8881422,glass
glass392.jpg,126.6440678,30.37288136,434.7118644,337.5728946,glass
glass393.jpg,208.2169624,75.49830343,494.5898438,384,glass
glass394.jpg,0,3.471187268,306.2779727,309.3695048,glass
glass395.jpg,83.68814552,154.0338983,512,347.1186441,glass
glass396.jpg,222.9695114,3.905087229,512,373.5864341,glass
glass397.jpg,2.549159163,42.52203886,475.06442,327.5932203,glass
glass398.jpg,124.4745763,82.00677801,396.0949417,315.0101629,glass
glass399.jpg,1.681359243,90.25084415,474.1966367,321.5186374,glass
glass4.jpg,124.908468,104.1355932,344.027112,300.257647,glass
glass40.jpg,2.983050847,11.28135759,512,384,glass
glass400.jpg,246.8339182,0.43389996,512,377.4915254,glass
glass401.jpg,3.850850768,2.603391486,454.6712129,384,glass
glass402.jpg,130.1152675,35.57966433,512,384,glass
glass403.jpg,86.29152873,146.6576238,512,384,glass
glass404.jpg,220.8000199,71.59322034,410.8474576,280.2982985,glass
glass405.jpg,196.9356131,2.603391486,403.4711997,384,glass
glass406.jpg,58.95593882,69.42372881,512,311.5389963,glass
glass407.jpg,42.03389831,34.27796445,512,241.6813758,glass
glass408.jpg,0.379667638,62.91525424,512,321.5186374,glass
glass409.jpg,97.57287805,41.22033898,450.3322299,304.59663,glass
glass41.jpg,153.9796743,79.83728648,432.5423729,337.5728946,glass
glass410.jpg,48.1084812,155.3355899,512,384,glass
glass411.jpg,2.115250927,5.640678794,512,373.1525424,glass
glass412.jpg,21.64067466,39.91864738,458.1424126,364.0406846,glass
glass413.jpg,25.11187434,85.91186937,487.6474444,324.5559454,glass
glass414.jpg,37.26102357,26.03389831,371.7966102,307.2000132,glass
glass415.jpg,79.78305416,95.89153535,454.6712129,274.6576404,glass
glass416.jpg,64.1627218,103.2677933,476.3661282,384,glass
glass417.jpg,137.0576337,22.99661514,512,382.2644002,glass
glass418.jpg,145.7355998,85.04406945,325.8033965,384,glass
glass419.jpg,78.91525424,56.40677966,350.5355866,329.3288202,glass
glass42.jpg,9.057633739,8.244070279,387.4169425,360.1355932,glass
glass420.jpg,1.247467558,49.03051344,512,384,glass
glass421.jpg,170.46779,32.10847292,512,250.3593419,glass
glass422.jpg,108.8542439,77.23390327,344.8949285,239.945776,glass
glass423.jpg,17.3016916,21.69491525,512,355.3627185,glass
glass424.jpg,134.0203588,3.471187268,287.1864407,306.7661216,glass
glass425.jpg,111.8915354,53.80338818,432.9762977,329.7627119,glass
glass426.jpg,114.4949186,128,512,359.2678099,glass
glass427.jpg,65.03050516,65.51864572,360.9491525,302.8610302,glass
glass428.jpg,58.95593882,53.80338818,381.7762844,368.8135593,glass
glass429.jpg,168.2982985,91.98644399,512,354.4949351,glass
glass43.jpg,13.83050847,45.55932203,459.8779793,384,glass
glass430.jpg,166.1288069,83.30847789,415.6203655,384,glass
glass431.jpg,1.247467558,44.25763043,512,336.2711864,glass
glass432.jpg,74.57627119,89.81695246,512,384,glass
glass433.jpg,129.247451,50.76610501,512,384,glass
glass434.jpg,59.38983051,60.74576271,512,330.6305283,glass
glass435.jpg,15.56610832,2.169491525,488.515294,384,glass
glass436.jpg,152.2440744,3.471187268,387.8508673,384,glass
glass437.jpg,116.2305019,87.64746094,512,268.5830575,glass
glass438.jpg,68.06779661,134.9423828,436.0135726,315.0101629,glass
glass439.jpg,2.983050847,4.772883011,383.945776,307.6339049,glass
glass44.jpg,27.28136586,244.6101695,455.9729211,244.7186507,glass
glass440.jpg,186.5220471,57.27457958,506.3050847,299.3898305,glass
glass441.jpg,93.66780323,113.2474676,424.2983316,384,glass
glass442.jpg,23.3762745,16.92203638,512,384,glass
glass443.jpg,112.325427,135.3762745,512,384,glass
glass444.jpg,198.2372881,96.75931872,330.5762712,246.4542505,glass
glass445.jpg,5.586450609,73.76271186,512,270.3186573,glass
glass446.jpg,24.24407442,82.00677801,494.155919,237.7762844,glass
glass447.jpg,180.8813559,73.76271186,446.8610302,317.1796544,glass
glass448.jpg,2.115250927,75.93220339,284.1491658,326.725437,glass
glass449.jpg,229.0440612,73.3288119,440.3525556,296.3525556,glass
glass45.jpg,127.5118843,81.13898636,512,384,glass
glass450.jpg,18.60339976,98.06102688,512,384,glass
glass451.jpg,1.247467558,48.59661348,496.7593353,337.5728946,glass
glass452.jpg,205.6135792,65.95254568,460.3119041,384,glass
glass453.jpg,147.4711997,110.2101761,397.8305085,340.6101695,glass
glass454.jpg,111.8915354,67.25423729,377.0034097,321.5186374,glass
glass455.jpg,0,0,445.9932468,383.1322166,glass
glass456.jpg,25.11187434,101.0983018,512,311.5389963,glass
glass457.jpg,140.0949086,99.36271849,512,384,glass
glass458.jpg,163.091532,23.86440678,420.3932071,377.9254171,glass
glass459.jpg,143.5661083,6.074578754,468.9898702,249.9254171,glass
glass46.jpg,65.89830508,98.06102688,448.5965969,292.8813559,glass
glass460.jpg,40.29831502,130.6033998,443.3898305,270.3186573,glass
glass461.jpg,0.379667638,1.301695743,369.6271186,343.2135527,glass
glass462.jpg,0.379667638,22.12881521,341.8576205,343.2135527,glass
glass463.jpg,218.1966035,81.57288632,512,384,glass
glass464.jpg,2.549159163,16.05423646,512,309.3695048,glass
glass465.jpg,95.83729476,125.8305085,512,359.2678099,glass
glass466.jpg,150.0745829,156.2033898,393.9254502,384,glass
glass467.jpg,153.1118578,80.27118644,512,384,glass
glass468.jpg,31.18644068,6.074578754,394.7932336,339.3084944,glass
glass469.jpg,201.2745961,1.301695743,458.1424126,297.6542307,glass
glass47.jpg,101.0440777,124.0949252,406.9423994,290.7118644,glass
glass470.jpg,4.718650689,153.6000066,479.4034031,384,glass
glass471.jpg,151.376291,6.508474576,345.3288202,384,glass
glass472.jpg,217.7627119,3.037287308,390.8881422,319.7830707,glass
glass473.jpg,182.1830641,136.6779661,433.844081,384,glass
